localidad,ciclo_hidrologico,hora_dia,primary_category,promedio_clips_hora
VARILLAL,Vaciante,1,Amphibian,0.17
VARILLAL,Vaciante,1,Anthropogenic,17.38
VARILLAL,Vaciante,1,Bird,2.21
VARILLAL,Vaciante,1,Insect,38.33
VARILLAL,Vaciante,1,Mammal,0.79
VARILLAL,Vaciante,2,Amphibian,0.96
VARILLAL,Vaciante,2,Anthropogenic,16.71
VARILLAL,Vaciante,2,Bird,0.63
VARILLAL,Vaciante,2,Insect,40.88
VARILLAL,Vaciante,3,Amphibian,3.33
VARILLAL,Vaciante,3,Anthropogenic,11.75
VARILLAL,Vaciante,3,Bird,2.79
VARILLAL,Vaciante,3,Insect,37.83
VARILLAL,Vaciante,3,Mammal,0.71
VARILLAL,Vaciante,4,Amphibian,2.58
VARILLAL,Vaciante,4,Anthropogenic,11.42
VARILLAL,Vaciante,4,Bird,4.46
VARILLAL,Vaciante,4,Insect,43.42
VARILLAL,Vaciante,4,Mammal,1.54
VARILLAL,Vaciante,5,Amphibian,3.33
VARILLAL,Vaciante,5,Anthropogenic,7.63
VARILLAL,Vaciante,5,Bird,8.92
VARILLAL,Vaciante,5,Insect,38.67
VARILLAL,Vaciante,5,Mammal,1.29
VARILLAL,Vaciante,6,Amphibian,0.21
VARILLAL,Vaciante,6,Anthropogenic,9.04
VARILLAL,Vaciante,6,Bird,26.79
VARILLAL,Vaciante,6,Insect,23.58
VARILLAL,Vaciante,6,Mammal,0.54
VARILLAL,Vaciante,7,Amphibian,0.38
VARILLAL,Vaciante,7,Anthropogenic,7.92
VARILLAL,Vaciante,7,Bird,21.42
VARILLAL,Vaciante,7,Insect,29.54
VARILLAL,Vaciante,7,Mammal,0.71
VARILLAL,Vaciante,8,Amphibian,2.54
VARILLAL,Vaciante,8,Anthropogenic,11.08
VARILLAL,Vaciante,8,Bird,19.08
VARILLAL,Vaciante,8,Insect,34.71
VARILLAL,Vaciante,8,Mammal,0.46
VARILLAL,Vaciante,9,Amphibian,0.29
VARILLAL,Vaciante,9,Anthropogenic,13.29
VARILLAL,Vaciante,9,Bird,20.04
VARILLAL,Vaciante,9,Insect,26.08
VARILLAL,Vaciante,9,Mammal,0.5
VARILLAL,Vaciante,10,Amphibian,0.21
VARILLAL,Vaciante,10,Anthropogenic,15.58
VARILLAL,Vaciante,10,Bird,25.42
VARILLAL,Vaciante,10,Insect,23.08
VARILLAL,Vaciante,10,Mammal,0.29
VARILLAL,Vaciante,11,Amphibian,0.21
VARILLAL,Vaciante,11,Anthropogenic,15.58
VARILLAL,Vaciante,11,Bird,28.67
VARILLAL,Vaciante,11,Insect,19.58
VARILLAL,Vaciante,11,Mammal,1.08
VARILLAL,Vaciante,12,Amphibian,0.21
VARILLAL,Vaciante,12,Anthropogenic,20.75
VARILLAL,Vaciante,12,Bird,26.08
VARILLAL,Vaciante,12,Insect,15.79
VARILLAL,Vaciante,12,Mammal,0.5
VARILLAL,Vaciante,13,Amphibian,0.08
VARILLAL,Vaciante,13,Anthropogenic,25.46
VARILLAL,Vaciante,13,Bird,28.13
VARILLAL,Vaciante,13,Insect,16.0
VARILLAL,Vaciante,13,Mammal,1.42
VARILLAL,Vaciante,14,Amphibian,1.46
VARILLAL,Vaciante,14,Anthropogenic,19.42
VARILLAL,Vaciante,14,Bird,20.25
VARILLAL,Vaciante,14,Insect,27.92
VARILLAL,Vaciante,14,Mammal,0.46
VARILLAL,Vaciante,15,Amphibian,2.17
VARILLAL,Vaciante,15,Anthropogenic,14.17
VARILLAL,Vaciante,15,Bird,19.21
VARILLAL,Vaciante,15,Insect,40.67
VARILLAL,Vaciante,15,Mammal,0.63
VARILLAL,Vaciante,16,Amphibian,4.92
VARILLAL,Vaciante,16,Anthropogenic,16.42
VARILLAL,Vaciante,16,Bird,22.58
VARILLAL,Vaciante,16,Insect,34.79
VARILLAL,Vaciante,16,Mammal,0.58
VARILLAL,Vaciante,17,Amphibian,4.67
VARILLAL,Vaciante,17,Anthropogenic,17.04
VARILLAL,Vaciante,17,Bird,22.13
VARILLAL,Vaciante,17,Insect,36.25
VARILLAL,Vaciante,17,Mammal,0.54
VARILLAL,Vaciante,18,Amphibian,6.67
VARILLAL,Vaciante,18,Anthropogenic,18.83
VARILLAL,Vaciante,18,Bird,11.42
VARILLAL,Vaciante,18,Insect,43.63
VARILLAL,Vaciante,18,Mammal,0.08
VARILLAL,Vaciante,19,Amphibian,1.13
VARILLAL,Vaciante,19,Anthropogenic,25.04
VARILLAL,Vaciante,19,Bird,9.38
VARILLAL,Vaciante,19,Insect,52.5
VARILLAL,Vaciante,19,Mammal,0.13
VARILLAL,Vaciante,20,Amphibian,0.79
VARILLAL,Vaciante,20,Anthropogenic,44.42
VARILLAL,Vaciante,20,Bird,4.92
VARILLAL,Vaciante,20,Insect,31.42
VARILLAL,Vaciante,20,Mammal,0.17
VARILLAL,Vaciante,21,Amphibian,1.58
VARILLAL,Vaciante,21,Anthropogenic,27.04
VARILLAL,Vaciante,21,Bird,3.54
VARILLAL,Vaciante,21,Insect,39.29
VARILLAL,Vaciante,21,Mammal,0.5
VARILLAL,Vaciante,22,Amphibian,1.46
VARILLAL,Vaciante,22,Anthropogenic,19.92
VARILLAL,Vaciante,22,Bird,4.88
VARILLAL,Vaciante,22,Insect,28.58
VARILLAL,Vaciante,22,Mammal,0.58
VARILLAL,Vaciante,23,Amphibian,1.38
VARILLAL,Vaciante,23,Anthropogenic,22.42
VARILLAL,Vaciante,23,Bird,2.33
VARILLAL,Vaciante,23,Insect,45.67
